musteri_id,yas,musteri_suresi_ay,aylik_ucret,toplam_ucret,sozlesme_tipi,internet_servisi,odeme_yontemi,bakmakla_yukumlu,churn
703,28,16,58.79,945.52,2 Yillik,Yok,Elektronik Cek,Hayir,0
704,28,61,101.23,6274.58,Aylik,DSL,Elektronik Cek,Hayir,0
705,26,5,90.96,433.67,Aylik,DSL,Otomatik Odeme,Hayir,1
706,53,21,66.84,1370.34,1 Yillik,DSL,Elektronik Cek,Hayir,0
707,18,51,109.25,5544.21,2 Yillik,DSL,Kredi Karti,Hayir,1
708,53,22,42.99,1028.72,Aylik,Fiber,Kredi Karti,Evet,0
709,47,53,37.04,1822.5,Aylik,DSL,Kredi Karti,Hayir,0
710,46,63,84.28,5259.5,Aylik,Fiber,Kredi Karti,Hayir,1
711,60,5,117.2,722.56,1 Yillik,DSL,Kredi Karti,Hayir,1
712,50,2,44.73,119.0,2 Yillik,DSL,Otomatik Odeme,Evet,0
713,63,68,44.97,3002.66,1 Yillik,Fiber,Havale,Evet,0
714,65,38,33.95,1288.0,Aylik,Fiber,Elektronik Cek,Hayir,1
715,75,37,106.06,3927.59,1 Yillik,Fiber,Otomatik Odeme,Evet,0
716,67,34,42.64,1492.07,2 Yillik,Fiber,Elektronik Cek,Hayir,0
717,50,32,70.32,2342.22,Aylik,Yok,Havale,Hayir,1
718,48,50,119.09,5973.93,2 Yillik,Fiber,Havale,Evet,0
719,32,42,21.21,863.83,Aylik,DSL,Otomatik Odeme,Evet,0
720,55,12,75.65,947.15,Aylik,DSL,Elektronik Cek,Hayir,0
721,26,46,71.23,3241.67,1 Yillik,Yok,Otomatik Odeme,Hayir,0
722,75,49,100.74,4884.59,Aylik,Fiber,Kredi Karti,Hayir,1
723,70,9,55.53,411.77,2 Yillik,Fiber,Kredi Karti,Hayir,0
724,25,28,61.03,1630.58,Aylik,Fiber,Kredi Karti,Evet,0
725,66,57,36.79,2052.21,Aylik,DSL,Elektronik Cek,Evet,0
726,25,45,94.08,4174.71,Aylik,Fiber,Elektronik Cek,Evet,0
727,62,10,98.47,1000.36,Aylik,Fiber,Havale,Hayir,1
728,23,3,33.67,41.04,Aylik,Yok,Havale,Hayir,0
729,48,42,59.35,2335.52,1 Yillik,DSL,Elektronik Cek,Hayir,1
730,58,34,109.29,3663.66,Aylik,Fiber,Otomatik Odeme,Evet,0
731,63,70,20.27,1395.31,Aylik,DSL,Otomatik Odeme,Hayir,0
732,43,38,49.88,1865.17,1 Yillik,Yok,Havale,Hayir,0
733,75,68,75.5,5209.98,Aylik,DSL,Elektronik Cek,Hayir,0
734,66,16,53.41,823.88,1 Yillik,Fiber,Kredi Karti,Hayir,0
735,30,33,47.2,1601.65,Aylik,DSL,Otomatik Odeme,Evet,0
736,59,11,66.0,725.05,Aylik,Fiber,Kredi Karti,Hayir,1
737,63,42,38.15,1600.18,1 Yillik,Fiber,Havale,Hayir,0
738,38,14,72.96,979.67,1 Yillik,DSL,Elektronik Cek,Hayir,0
739,63,36,90.67,3261.18,2 Yillik,Yok,Otomatik Odeme,Evet,0
740,73,25,77.53,1900.0,Aylik,Yok,Kredi Karti,Hayir,1
741,68,14,29.31,418.84,Aylik,Yok,Elektronik Cek,Hayir,0
742,65,7,104.44,719.27,1 Yillik,DSL,Kredi Karti,Hayir,0
743,57,37,37.5,1340.27,1 Yillik,Fiber,Kredi Karti,Evet,0
744,34,69,96.48,6706.71,1 Yillik,Fiber,Havale,Hayir,1
745,67,15,56.06,862.24,1 Yillik,Fiber,Elektronik Cek,Hayir,0
746,40,30,98.28,2926.0,1 Yillik,Fiber,Havale,Hayir,0
747,50,17,40.63,697.98,Aylik,Fiber,Otomatik Odeme,Hayir,0
748,37,59,38.67,2277.34,1 Yillik,DSL,Elektronik Cek,Evet,0
749,37,30,69.7,2047.62,Aylik,Fiber,Havale,Evet,0
750,27,71,23.29,1657.11,Aylik,DSL,Havale,Hayir,1
751,77,18,42.53,734.49,1 Yillik,DSL,Havale,Hayir,0
752,27,6,92.4,507.15,Aylik,DSL,Kredi Karti,Hayir,0
753,23,42,103.74,4275.94,Aylik,DSL,Elektronik Cek,Hayir,1
754,76,47,28.08,1301.83,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
755,52,72,108.21,7819.47,1 Yillik,Fiber,Havale,Hayir,1
756,45,63,99.75,6249.52,Aylik,DSL,Havale,Hayir,0
757,63,64,106.97,6972.12,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
758,41,46,89.84,4176.92,Aylik,Yok,Elektronik Cek,Evet,1
759,25,26,87.42,2338.14,1 Yillik,Yok,Havale,Hayir,0
760,63,31,72.51,2287.57,Aylik,Yok,Kredi Karti,Hayir,1
761,28,10,85.28,945.44,Aylik,Yok,Otomatik Odeme,Hayir,1
762,52,32,111.91,3541.77,Aylik,Fiber,Elektronik Cek,Hayir,0
763,76,27,30.05,683.31,Aylik,Yok,Elektronik Cek,Hayir,1
764,76,3,51.58,132.43,Aylik,Yok,Havale,Hayir,0
765,40,15,27.25,436.66,Aylik,DSL,Kredi Karti,Hayir,1
766,66,39,114.48,4472.3,1 Yillik,Yok,Havale,Hayir,0
767,55,27,64.53,1756.08,Aylik,Fiber,Otomatik Odeme,Evet,0
768,47,72,87.53,6368.21,Aylik,Fiber,Havale,Evet,0
769,26,35,104.11,3662.95,2 Yillik,Yok,Elektronik Cek,Hayir,0
770,41,70,119.1,8376.95,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
771,58,48,36.18,1689.66,2 Yillik,Fiber,Kredi Karti,Hayir,0
772,79,3,99.95,245.08,Aylik,Fiber,Kredi Karti,Hayir,1
773,18,15,108.74,1711.81,Aylik,Fiber,Kredi Karti,Hayir,1
774,62,51,24.89,1274.44,1 Yillik,Yok,Otomatik Odeme,Hayir,0
775,70,40,95.41,3785.24,1 Yillik,Yok,Elektronik Cek,Evet,0
776,76,22,55.47,1189.27,Aylik,Fiber,Otomatik Odeme,Hayir,0
777,44,38,84.86,3192.22,2 Yillik,Yok,Otomatik Odeme,Evet,0
778,25,66,71.4,4676.95,1 Yillik,DSL,Havale,Evet,0
779,34,28,45.97,1223.0,1 Yillik,Yok,Kredi Karti,Evet,0
780,70,4,33.52,59.06,Aylik,DSL,Havale,Evet,1
781,72,23,31.69,719.12,1 Yillik,Fiber,Elektronik Cek,Evet,0
782,57,68,30.33,2032.79,Aylik,DSL,Havale,Hayir,1
783,25,55,83.78,4663.26,2 Yillik,Fiber,Kredi Karti,Hayir,1
784,25,61,55.14,3378.19,Aylik,Fiber,Otomatik Odeme,Evet,0
785,47,66,41.66,2762.83,Aylik,DSL,Havale,Hayir,0
786,54,9,89.19,765.55,Aylik,Fiber,Elektronik Cek,Hayir,1
787,20,21,88.68,1856.23,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
788,60,5,73.92,387.65,2 Yillik,DSL,Elektronik Cek,Hayir,0
789,51,1,113.5,149.31,2 Yillik,Fiber,Elektronik Cek,Evet,1
790,18,61,58.54,3566.25,1 Yillik,DSL,Kredi Karti,Hayir,0
791,23,68,103.59,7098.08,2 Yillik,DSL,Elektronik Cek,Hayir,1
792,46,12,27.51,330.52,1 Yillik,DSL,Otomatik Odeme,Hayir,0
793,62,52,93.98,4926.6,Aylik,Fiber,Otomatik Odeme,Hayir,1
794,69,39,118.84,4610.27,1 Yillik,Fiber,Kredi Karti,Hayir,1
795,44,5,104.66,432.67,Aylik,Fiber,Kredi Karti,Hayir,1
796,36,66,77.97,5159.44,Aylik,Yok,Kredi Karti,Hayir,0
797,78,63,82.68,5245.11,Aylik,Fiber,Otomatik Odeme,Hayir,0
798,46,41,55.33,2297.3,Aylik,Fiber,Havale,Evet,1
799,37,51,87.95,4506.56,2 Yillik,Yok,Elektronik Cek,Evet,0
800,45,29,97.04,2796.73,2 Yillik,Fiber,Havale,Evet,1
801,18,58,119.82,6909.22,Aylik,DSL,Elektronik Cek,Evet,0
802,36,33,69.25,2312.84,1 Yillik,DSL,Otomatik Odeme,Hayir,0
803,49,72,26.13,1902.68,Aylik,Fiber,Havale,Hayir,0
804,74,5,79.59,369.91,Aylik,Fiber,Otomatik Odeme,Evet,1
805,63,13,31.9,470.17,Aylik,DSL,Havale,Hayir,1
806,66,70,44.48,3069.46,Aylik,Yok,Kredi Karti,Evet,0
807,51,21,52.88,1081.3,Aylik,Yok,Kredi Karti,Hayir,0
808,24,23,93.1,2223.12,Aylik,DSL,Havale,Hayir,1
809,42,57,38.38,2231.09,Aylik,DSL,Elektronik Cek,Hayir,0
810,79,14,36.58,494.22,Aylik,DSL,Otomatik Odeme,Hayir,1
811,20,37,24.5,920.87,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
812,72,21,107.32,2261.46,Aylik,Yok,Elektronik Cek,Hayir,0
813,60,15,89.35,1202.97,Aylik,Fiber,Havale,Hayir,1
814,35,70,23.99,1633.98,Aylik,DSL,Kredi Karti,Hayir,0
815,66,15,22.83,339.91,Aylik,Fiber,Otomatik Odeme,Hayir,1
816,69,7,75.87,513.26,Aylik,DSL,Havale,Hayir,1
817,20,49,48.25,2376.61,Aylik,Fiber,Otomatik Odeme,Hayir,0
818,24,63,79.67,5075.68,1 Yillik,Fiber,Elektronik Cek,Evet,0
819,59,10,63.46,618.52,1 Yillik,Fiber,Otomatik Odeme,Evet,0
820,79,51,112.33,5675.95,1 Yillik,Fiber,Otomatik Odeme,Evet,0
821,19,39,48.78,1918.66,1 Yillik,Yok,Elektronik Cek,Hayir,0
822,59,60,87.91,5258.27,Aylik,DSL,Elektronik Cek,Hayir,1
823,26,10,25.41,246.3,Aylik,Fiber,Kredi Karti,Evet,1
824,58,71,115.59,8192.3,Aylik,DSL,Kredi Karti,Hayir,1
825,56,45,118.08,5425.69,Aylik,DSL,Elektronik Cek,Hayir,1
826,23,61,93.91,5616.47,Aylik,Yok,Elektronik Cek,Hayir,0
827,60,27,66.52,1776.62,Aylik,Fiber,Elektronik Cek,Evet,0
828,73,68,42.0,2855.82,1 Yillik,DSL,Havale,Evet,1
829,71,46,101.25,4618.44,Aylik,Fiber,Elektronik Cek,Hayir,0
830,19,10,93.64,981.39,Aylik,Fiber,Otomatik Odeme,Hayir,1
831,33,67,42.2,2868.06,1 Yillik,Yok,Kredi Karti,Hayir,0
832,32,58,65.12,3774.57,Aylik,Fiber,Havale,Hayir,1
833,46,22,66.28,1444.63,2 Yillik,DSL,Otomatik Odeme,Hayir,0
834,26,40,102.64,4100.0,2 Yillik,Fiber,Kredi Karti,Hayir,0
835,70,28,88.38,2469.4,2 Yillik,DSL,Havale,Hayir,0
836,66,40,84.32,3368.88,Aylik,DSL,Havale,Hayir,0
837,68,70,84.98,5939.2,Aylik,Fiber,Elektronik Cek,Evet,1
838,30,65,47.05,3070.87,1 Yillik,Fiber,Havale,Hayir,0
839,18,16,57.17,952.38,1 Yillik,DSL,Otomatik Odeme,Evet,1
840,74,70,24.57,1658.39,1 Yillik,Fiber,Kredi Karti,Hayir,0
841,35,32,98.69,3105.55,Aylik,Fiber,Havale,Evet,1
842,58,51,63.3,3140.87,Aylik,Fiber,Elektronik Cek,Hayir,0
843,74,56,63.82,3617.24,Aylik,DSL,Kredi Karti,Hayir,0
844,20,35,44.54,1571.42,Aylik,Fiber,Otomatik Odeme,Evet,1
845,18,33,40.94,1376.28,Aylik,DSL,Elektronik Cek,Evet,0
846,18,33,78.78,2528.27,2 Yillik,DSL,Otomatik Odeme,Hayir,0
847,27,63,43.26,2814.63,Aylik,DSL,Havale,Evet,0
848,21,28,26.42,709.32,1 Yillik,DSL,Havale,Hayir,0
849,68,21,96.75,2040.16,2 Yillik,DSL,Otomatik Odeme,Hayir,0
850,55,27,57.65,1599.27,Aylik,DSL,Kredi Karti,Evet,0
851,78,15,58.02,820.95,Aylik,Yok,Havale,Hayir,1
852,67,29,63.13,1803.45,1 Yillik,Fiber,Havale,Hayir,1
853,77,9,101.5,922.46,Aylik,DSL,Havale,Evet,1
854,32,7,52.08,507.43,Aylik,Yok,Havale,Evet,1
855,35,53,95.8,5092.46,2 Yillik,DSL,Elektronik Cek,Hayir,0
856,70,6,113.95,764.02,1 Yillik,Fiber,Kredi Karti,Hayir,0
857,33,41,86.09,3589.97,2 Yillik,Yok,Otomatik Odeme,Hayir,0
858,21,57,63.17,3619.09,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
859,59,53,94.78,4973.88,Aylik,DSL,Kredi Karti,Hayir,1
860,67,33,65.79,2224.06,1 Yillik,Fiber,Otomatik Odeme,Hayir,1
861,78,14,61.44,785.25,1 Yillik,Fiber,Havale,Hayir,1
862,75,68,72.53,5012.08,1 Yillik,Fiber,Kredi Karti,Hayir,0
863,25,61,51.77,3167.97,1 Yillik,Fiber,Havale,Evet,0
864,65,45,30.43,1236.84,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
865,70,7,61.49,413.4,2 Yillik,DSL,Otomatik Odeme,Hayir,0
866,61,3,32.39,129.87,Aylik,Fiber,Elektronik Cek,Hayir,1
867,68,23,61.04,1392.07,1 Yillik,DSL,Otomatik Odeme,Hayir,0
868,69,12,75.69,944.03,Aylik,Yok,Havale,Hayir,0
869,45,62,113.07,6967.84,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
870,20,15,23.62,289.0,1 Yillik,Fiber,Elektronik Cek,Hayir,0
871,46,21,82.15,1721.58,1 Yillik,Fiber,Kredi Karti,Hayir,1
872,30,71,65.77,4671.25,Aylik,DSL,Kredi Karti,Hayir,0
873,25,59,22.03,1282.35,Aylik,DSL,Havale,Hayir,1
874,25,16,44.95,780.56,Aylik,Fiber,Kredi Karti,Evet,1
875,61,28,31.85,849.29,Aylik,Fiber,Havale,Hayir,0
876,49,38,41.68,1599.5,Aylik,Fiber,Otomatik Odeme,Hayir,1
877,51,48,47.46,2281.48,2 Yillik,Yok,Kredi Karti,Hayir,0
878,64,68,60.13,4011.0,Aylik,Fiber,Elektronik Cek,Hayir,1
879,51,63,72.9,4526.75,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
880,57,71,20.1,1427.7,Aylik,Fiber,Havale,Hayir,1
881,23,3,36.19,207.63,1 Yillik,DSL,Elektronik Cek,Hayir,1
882,70,18,29.36,557.44,1 Yillik,DSL,Havale,Evet,0
883,45,41,74.97,2987.49,1 Yillik,Yok,Havale,Hayir,0
884,27,4,52.91,56.12,1 Yillik,Yok,Otomatik Odeme,Hayir,0
885,68,26,74.84,1982.49,1 Yillik,Yok,Elektronik Cek,Hayir,1
886,63,12,42.18,501.35,2 Yillik,DSL,Havale,Hayir,0
887,21,68,22.42,1581.62,1 Yillik,DSL,Otomatik Odeme,Hayir,0
888,29,5,114.14,526.66,Aylik,Fiber,Otomatik Odeme,Hayir,1
889,18,11,30.83,356.64,Aylik,Yok,Otomatik Odeme,Hayir,0
890,34,15,32.69,532.66,1 Yillik,DSL,Otomatik Odeme,Hayir,0
891,24,11,34.65,358.78,Aylik,DSL,Havale,Hayir,1
892,62,41,118.13,4822.03,Aylik,DSL,Havale,Evet,1
893,50,27,81.77,2209.05,1 Yillik,Fiber,Kredi Karti,Evet,0
894,78,66,81.03,5375.11,Aylik,Fiber,Elektronik Cek,Evet,1
895,64,19,118.67,2254.01,1 Yillik,Fiber,Otomatik Odeme,Hayir,1
896,55,39,28.84,1173.46,1 Yillik,DSL,Elektronik Cek,Evet,0
897,49,48,117.45,5614.5,1 Yillik,Fiber,Elektronik Cek,Hayir,1
898,21,46,40.4,1791.98,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
899,22,58,82.31,4872.83,2 Yillik,DSL,Kredi Karti,Hayir,0
900,56,15,62.01,899.92,1 Yillik,DSL,Havale,Hayir,0
901,18,37,58.4,2132.38,2 Yillik,Fiber,Elektronik Cek,Hayir,0
902,20,58,113.12,6557.67,Aylik,DSL,Kredi Karti,Evet,0
903,31,63,34.92,2203.32,1 Yillik,Yok,Otomatik Odeme,Hayir,0
904,72,45,119.71,5367.62,1 Yillik,Fiber,Kredi Karti,Hayir,0
905,46,47,57.91,2720.9,Aylik,Fiber,Otomatik Odeme,Hayir,0
906,61,63,84.88,5345.45,Aylik,Fiber,Elektronik Cek,Hayir,1
907,43,45,116.79,5264.29,1 Yillik,Fiber,Otomatik Odeme,Evet,0
908,28,69,25.76,1659.57,Aylik,DSL,Otomatik Odeme,Hayir,1
909,41,10,112.29,1216.94,2 Yillik,Fiber,Elektronik Cek,Evet,1
910,23,26,76.78,1988.92,Aylik,DSL,Otomatik Odeme,Hayir,0
911,65,9,90.44,842.99,Aylik,Fiber,Havale,Evet,1
912,29,7,34.92,175.53,1 Yillik,Fiber,Elektronik Cek,Hayir,0
913,41,34,73.34,2470.01,Aylik,Fiber,Otomatik Odeme,Evet,0
914,78,17,87.35,1451.33,Aylik,Fiber,Kredi Karti,Evet,0
915,54,30,65.62,2042.09,1 Yillik,DSL,Havale,Evet,0
916,46,32,35.5,1106.71,Aylik,Fiber,Kredi Karti,Hayir,0
917,51,45,44.41,2036.35,Aylik,DSL,Elektronik Cek,Evet,0
918,66,69,105.44,7242.84,1 Yillik,Yok,Otomatik Odeme,Hayir,0
919,33,62,23.45,1431.27,1 Yillik,Fiber,Kredi Karti,Hayir,0
920,57,28,90.89,2532.64,1 Yillik,Yok,Elektronik Cek,Hayir,0
921,72,24,119.94,2942.75,Aylik,Fiber,Havale,Evet,0
922,53,56,20.75,1067.51,Aylik,Yok,Otomatik Odeme,Hayir,0
923,45,9,36.1,259.12,2 Yillik,DSL,Kredi Karti,Hayir,0
924,26,39,87.41,3311.62,1 Yillik,DSL,Kredi Karti,Evet,0
925,33,31,26.0,751.62,Aylik,DSL,Kredi Karti,Evet,1
926,76,14,78.98,1065.14,2 Yillik,DSL,Havale,Evet,0
927,51,45,88.4,3897.28,Aylik,Yok,Havale,Hayir,1
928,36,24,78.81,1854.73,1 Yillik,Fiber,Otomatik Odeme,Evet,0
929,43,14,56.52,690.54,1 Yillik,Fiber,Havale,Hayir,0
930,53,48,89.73,4256.14,2 Yillik,Fiber,Kredi Karti,Hayir,1
931,51,13,79.43,1092.61,2 Yillik,Fiber,Elektronik Cek,Evet,0
932,61,49,40.76,2017.42,Aylik,Fiber,Kredi Karti,Hayir,1
933,33,12,76.31,925.09,1 Yillik,Yok,Havale,Evet,0
934,58,32,108.19,3411.94,Aylik,Fiber,Elektronik Cek,Evet,1
935,45,59,86.68,5037.32,1 Yillik,Fiber,Havale,Hayir,1
936,76,17,67.18,1085.1,1 Yillik,DSL,Elektronik Cek,Evet,0
937,27,56,52.16,2918.8,Aylik,Yok,Havale,Evet,0
938,27,52,28.59,1530.09,Aylik,DSL,Otomatik Odeme,Hayir,0
939,46,65,44.46,2935.02,Aylik,Fiber,Havale,Hayir,1
940,49,13,21.12,306.09,Aylik,Yok,Otomatik Odeme,Hayir,0
941,60,52,118.66,6133.44,Aylik,DSL,Elektronik Cek,Evet,0
942,43,68,42.25,2874.23,2 Yillik,DSL,Elektronik Cek,Hayir,0
943,74,55,101.49,5565.88,Aylik,Fiber,Kredi Karti,Hayir,1
944,47,14,36.86,505.98,1 Yillik,Fiber,Kredi Karti,Evet,0
945,26,60,48.36,3003.46,2 Yillik,Yok,Elektronik Cek,Hayir,0
946,25,8,61.83,406.54,1 Yillik,Yok,Havale,Evet,0
947,78,43,52.44,2243.19,Aylik,Fiber,Havale,Hayir,1
948,26,36,99.84,3654.83,2 Yillik,Yok,Otomatik Odeme,Hayir,0
949,76,39,115.77,4441.74,1 Yillik,Fiber,Havale,Hayir,0
950,35,38,107.53,4053.95,1 Yillik,Yok,Havale,Hayir,0
951,23,3,35.36,79.63,2 Yillik,DSL,Elektronik Cek,Hayir,0
952,36,37,97.67,3602.63,1 Yillik,Fiber,Otomatik Odeme,Evet,0
953,56,68,34.79,2285.92,Aylik,DSL,Otomatik Odeme,Hayir,0
954,44,32,111.34,3592.64,2 Yillik,DSL,Elektronik Cek,Evet,0
955,66,20,71.79,1469.11,Aylik,Fiber,Kredi Karti,Evet,0
956,55,72,53.64,3887.5,2 Yillik,DSL,Kredi Karti,Evet,0
957,42,8,35.7,242.08,Aylik,Fiber,Elektronik Cek,Hayir,1
958,57,36,21.18,766.81,Aylik,Fiber,Elektronik Cek,Hayir,0
959,78,37,44.79,1612.26,Aylik,DSL,Kredi Karti,Hayir,1
960,43,35,111.4,3882.37,Aylik,Fiber,Elektronik Cek,Hayir,0
961,27,67,99.73,6789.58,2 Yillik,Fiber,Otomatik Odeme,Evet,1
962,43,31,116.98,3631.16,Aylik,Yok,Kredi Karti,Hayir,1
963,70,71,30.08,2076.3,1 Yillik,DSL,Otomatik Odeme,Evet,1
964,31,5,79.22,405.12,Aylik,Yok,Havale,Hayir,1
965,76,53,45.72,2355.57,2 Yillik,Yok,Havale,Evet,0
966,54,43,74.29,3134.52,Aylik,Fiber,Elektronik Cek,Hayir,1
967,55,18,52.05,884.84,Aylik,Fiber,Kredi Karti,Hayir,0
968,37,17,48.35,799.73,Aylik,Fiber,Kredi Karti,Hayir,0
969,75,52,77.38,4070.61,1 Yillik,Yok,Otomatik Odeme,Evet,1
970,20,46,38.33,1792.1,2 Yillik,DSL,Havale,Evet,0
971,36,45,66.91,3037.1,2 Yillik,Yok,Kredi Karti,Hayir,0
972,43,4,85.08,285.37,Aylik,Yok,Elektronik Cek,Hayir,1
973,47,44,32.82,1417.01,Aylik,Fiber,Kredi Karti,Evet,1
974,47,71,113.06,8040.86,Aylik,Fiber,Otomatik Odeme,Hayir,1
975,27,2,70.57,109.72,Aylik,Fiber,Kredi Karti,Hayir,1
976,31,34,101.95,3452.38,1 Yillik,Fiber,Elektronik Cek,Hayir,0
977,23,36,85.39,3096.11,Aylik,Yok,Havale,Hayir,0
978,53,65,91.0,5897.56,1 Yillik,DSL,Otomatik Odeme,Hayir,0
979,39,21,91.61,1935.11,2 Yillik,DSL,Elektronik Cek,Hayir,0
980,53,35,107.51,3842.49,Aylik,DSL,Otomatik Odeme,Evet,1
981,54,52,81.36,4222.13,Aylik,Yok,Kredi Karti,Hayir,0
982,61,5,47.82,298.07,Aylik,Fiber,Havale,Hayir,1
983,51,58,29.95,1765.07,Aylik,Yok,Otomatik Odeme,Evet,0
984,58,60,80.63,4764.44,Aylik,Fiber,Kredi Karti,Hayir,0
985,54,52,26.64,1330.17,1 Yillik,DSL,Otomatik Odeme,Hayir,0
986,58,47,44.13,2032.43,Aylik,Yok,Otomatik Odeme,Hayir,1
987,56,54,26.07,1365.04,1 Yillik,Fiber,Elektronik Cek,Hayir,0
988,37,57,74.89,4264.22,2 Yillik,Fiber,Kredi Karti,Hayir,0
989,33,66,36.03,2408.71,2 Yillik,DSL,Otomatik Odeme,Hayir,0
990,66,31,81.04,2575.0,1 Yillik,DSL,Otomatik Odeme,Evet,1
991,39,33,99.09,3285.38,Aylik,DSL,Havale,Hayir,1
992,52,46,102.19,4678.46,Aylik,Fiber,Elektronik Cek,Hayir,0
993,30,14,50.95,609.19,Aylik,Fiber,Kredi Karti,Evet,0
994,44,62,74.9,4647.33,2 Yillik,DSL,Havale,Evet,0
995,50,56,76.3,4274.09,2 Yillik,DSL,Kredi Karti,Hayir,0
996,56,46,67.29,3104.49,Aylik,DSL,Elektronik Cek,Hayir,0
997,50,22,85.51,1986.53,Aylik,Fiber,Elektronik Cek,Hayir,1
998,40,26,41.01,1128.29,Aylik,Yok,Elektronik Cek,Hayir,1
999,77,32,117.92,3812.69,Aylik,Fiber,Elektronik Cek,Hayir,1
1000,49,48,29.81,1382.78,2 Yillik,DSL,Otomatik Odeme,Hayir,0
1001,68,57,102.92,5840.79,Aylik,Fiber,Kredi Karti,Evet,0
1002,63,49,79.41,3886.35,Aylik,Yok,Kredi Karti,Evet,0
1003,52,67,44.49,2942.06,Aylik,Fiber,Kredi Karti,Hayir,0
1004,72,70,94.57,6644.92,Aylik,Yok,Otomatik Odeme,Hayir,1
1005,25,51,28.45,1468.8,Aylik,Yok,Kredi Karti,Hayir,0
1006,75,27,97.44,2576.46,2 Yillik,Fiber,Kredi Karti,Hayir,0
1007,70,44,79.0,3535.84,Aylik,Yok,Kredi Karti,Hayir,1
1008,49,31,31.08,968.6,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1009,63,46,27.95,1199.25,Aylik,Yok,Elektronik Cek,Hayir,1
1010,50,59,95.08,5607.15,Aylik,Yok,Otomatik Odeme,Evet,0
1011,34,27,49.29,1344.89,Aylik,Yok,Kredi Karti,Hayir,0
1012,67,37,108.93,4079.05,Aylik,Fiber,Havale,Hayir,0
1013,33,4,96.21,367.97,Aylik,Fiber,Elektronik Cek,Hayir,1
1014,37,54,89.82,4891.68,Aylik,DSL,Kredi Karti,Hayir,0
1015,50,36,47.86,1732.32,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
1016,69,34,90.89,3024.51,1 Yillik,Fiber,Otomatik Odeme,Evet,1
1017,41,39,114.81,4406.83,2 Yillik,Fiber,Kredi Karti,Hayir,0
1018,48,16,29.16,522.69,Aylik,Fiber,Otomatik Odeme,Evet,0
1019,20,44,52.62,2375.08,1 Yillik,DSL,Havale,Hayir,0
1020,25,54,43.47,2363.53,1 Yillik,DSL,Havale,Hayir,0
1021,21,26,59.33,1617.37,Aylik,DSL,Otomatik Odeme,Evet,0
1022,22,10,94.23,995.13,Aylik,Fiber,Elektronik Cek,Hayir,1
1023,71,28,67.42,1921.94,Aylik,Fiber,Kredi Karti,Evet,1
1024,70,15,77.07,1110.48,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
1025,68,27,51.42,1474.91,Aylik,DSL,Elektronik Cek,Hayir,1
1026,21,46,34.13,1596.8,Aylik,Yok,Kredi Karti,Hayir,1
1027,22,9,46.69,400.92,2 Yillik,Fiber,Elektronik Cek,Hayir,1
1028,35,54,105.97,5688.97,Aylik,DSL,Elektronik Cek,Evet,0
1029,53,17,80.24,1376.92,2 Yillik,DSL,Havale,Hayir,0
1030,38,65,57.8,3673.45,2 Yillik,Fiber,Havale,Hayir,0
1031,48,53,98.99,5281.45,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
1032,28,20,26.45,481.32,1 Yillik,DSL,Kredi Karti,Hayir,0
1033,63,41,45.39,1879.52,Aylik,DSL,Elektronik Cek,Hayir,0
1034,37,8,43.01,318.0,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1035,22,8,118.54,935.1,1 Yillik,DSL,Otomatik Odeme,Hayir,1
1036,64,69,90.61,6214.24,1 Yillik,DSL,Havale,Hayir,0
1037,73,58,81.78,4735.18,Aylik,Yok,Havale,Evet,0
1038,18,12,20.5,340.47,Aylik,Fiber,Otomatik Odeme,Evet,1
1039,45,21,38.43,876.28,Aylik,Fiber,Havale,Hayir,1
1040,69,15,83.55,1270.97,Aylik,Fiber,Elektronik Cek,Hayir,1
1041,61,29,57.97,1679.87,1 Yillik,Fiber,Elektronik Cek,Evet,0
1042,71,21,112.43,2403.24,2 Yillik,DSL,Elektronik Cek,Evet,1
1043,43,24,96.47,2371.78,1 Yillik,DSL,Elektronik Cek,Hayir,1
1044,41,39,64.74,2483.37,1 Yillik,DSL,Havale,Hayir,1
1045,61,14,94.95,1325.43,Aylik,Fiber,Havale,Hayir,1
1046,27,64,117.54,7431.46,Aylik,Fiber,Havale,Hayir,1
1047,32,53,66.1,3559.46,Aylik,Fiber,Elektronik Cek,Evet,0
1048,55,55,84.25,4737.0,Aylik,Fiber,Otomatik Odeme,Hayir,0
1049,59,13,111.87,1458.31,Aylik,Yok,Elektronik Cek,Hayir,1
1050,25,51,44.87,2182.12,Aylik,DSL,Elektronik Cek,Evet,0
1051,49,61,108.66,6658.7,Aylik,Fiber,Havale,Hayir,0
